solute_id,solvent_id,T_K,gamma_inf_exp,record_file,record_set,m,solute_inchikey,solvent_inchikey,solute_cas,solvent_cas,solute_name,solvent_name,solute_smiles,solvent_smiles,g_res,g_full,solvent_donor_class,aqueous
64175,56235,293.2,34.4,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,3.5380565643793527,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,64-17-5,56-23-5,ethanol,tetrachloromethane,CCO,C(Cl)(Cl)(Cl)Cl,3.459055,3.4010477,inert,False
64175,56235,298.2,27.84,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,3.326473835466219,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,64-17-5,56-23-5,ethanol,tetrachloromethane,CCO,C(Cl)(Cl)(Cl)Cl,3.385133,3.3271258,inert,False
64175,56235,313.2,19.4,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.9652730660692823,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,64-17-5,56-23-5,ethanol,tetrachloromethane,CCO,C(Cl)(Cl)(Cl)Cl,3.176727,3.1187198,inert,False
64175,56235,333.2,10.2,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.322387720290225,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,64-17-5,56-23-5,ethanol,tetrachloromethane,CCO,C(Cl)(Cl)(Cl)Cl,2.9266996,2.8686924,inert,False
67561,56235,293.2,48.3,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,3.877431560658527,OKKJLVBELUTLKV-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-56-1,56-23-5,methanol,tetrachloromethane,CO,C(Cl)(Cl)(Cl)Cl,4.471526,4.285887,inert,False
67561,56235,313.2,26.4,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,3.2733640101522705,OKKJLVBELUTLKV-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-56-1,56-23-5,methanol,tetrachloromethane,CO,C(Cl)(Cl)(Cl)Cl,4.119882,3.9342425,inert,False
67561,56235,333.2,13.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.5726122302071057,OKKJLVBELUTLKV-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-56-1,56-23-5,methanol,tetrachloromethane,CO,C(Cl)(Cl)(Cl)Cl,3.8086023,3.6229627,inert,False
67641,56235,293.2,3.19,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.1600209167967532,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.6620508,0.6448432,inert,False
67641,56235,295.7,3.15,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.1474024528375417,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.6591243,0.64191675,inert,False
67641,56235,316.5,2.88,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.0577902941478545,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.63322693,0.61601937,inert,False
67641,56235,328.9,2.82,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.0367368849500223,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.61692005,0.5997125,inert,False
67641,56235,333.0,2.76,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.0152306797290584,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.6114491,0.5942415,inert,False
67641,56235,338.6,2.68,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.9858167945227654,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.60393655,0.58672893,inert,False
67641,56235,344.4,2.58,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.9477893989335261,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.59612477,0.57891715,inert,False
67641,56235,346.8,2.59,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.9516578757114463,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.59288704,0.5756794,inert,False
67641,56235,349.8,2.32,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.8415671856782185,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.5888392,0.57163155,inert,False
67641,56235,349.8,1.93,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.6575200029167941,CSCPPACGZOOCGX-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-64-1,56-23-5,acetone,tetrachloromethane,CC(=O)C,C(Cl)(Cl)(Cl)Cl,0.5888392,0.57163155,inert,False
67663,56235,293.2,1.19,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.17395330712343798,HEDRZPFGACZZDS-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-66-3,56-23-5,trichloromethane,tetrachloromethane,C(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.13580294,0.13234304,inert,False
67663,56235,293.2,1.16,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.14842000511827322,HEDRZPFGACZZDS-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-66-3,56-23-5,trichloromethane,tetrachloromethane,C(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.13580294,0.13234304,inert,False
67663,56235,303.2,1.17,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.1570037488096647,HEDRZPFGACZZDS-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-66-3,56-23-5,trichloromethane,tetrachloromethane,C(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.1297297,0.1262698,inert,False
67663,56235,328.2,1.13,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.12221763272424911,HEDRZPFGACZZDS-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,67-66-3,56-23-5,trichloromethane,tetrachloromethane,C(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.116221644,0.11276174,inert,False
71238,56235,314.9,15.93,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.768204123921957,BDERNNFJNOPAEC-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-23-8,56-23-5,propan-1-ol,tetrachloromethane,CCCO,C(Cl)(Cl)(Cl)Cl,2.918831,2.9163704,inert,False
71238,56235,327.0,11.9,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.4765384001174837,BDERNNFJNOPAEC-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-23-8,56-23-5,propan-1-ol,tetrachloromethane,CCCO,C(Cl)(Cl)(Cl)Cl,2.7711778,2.768717,inert,False
71238,56235,338.9,8.82,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.1770218700187,BDERNNFJNOPAEC-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-23-8,56-23-5,propan-1-ol,tetrachloromethane,CCCO,C(Cl)(Cl)(Cl)Cl,2.636,2.6335392,inert,False
71238,56235,344.4,8.78,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.172476407647025,BDERNNFJNOPAEC-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-23-8,56-23-5,propan-1-ol,tetrachloromethane,CCCO,C(Cl)(Cl)(Cl)Cl,2.576629,2.5741682,inert,False
71432,56235,293.2,1.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.09531017980432493,UHOVQNZJYSORNB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-43-2,56-23-5,benzene,tetrachloromethane,C1=CC=CC=C1,C(Cl)(Cl)(Cl)Cl,0.37117007,0.37266347,inert,False
71432,56235,313.2,1.13,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.12221763272424911,UHOVQNZJYSORNB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-43-2,56-23-5,benzene,tetrachloromethane,C1=CC=CC=C1,C(Cl)(Cl)(Cl)Cl,0.3339023,0.3353957,inert,False
71432,56235,328.3,1.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.09531017980432493,UHOVQNZJYSORNB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-43-2,56-23-5,benzene,tetrachloromethane,C1=CC=CC=C1,C(Cl)(Cl)(Cl)Cl,0.30912882,0.31062222,inert,False
71432,56235,349.1,1.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.09531017980432493,UHOVQNZJYSORNB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-43-2,56-23-5,benzene,tetrachloromethane,C1=CC=CC=C1,C(Cl)(Cl)(Cl)Cl,0.27903906,0.28053245,inert,False
71432,56235,349.8,1.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.09531017980432493,UHOVQNZJYSORNB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-43-2,56-23-5,benzene,tetrachloromethane,C1=CC=CC=C1,C(Cl)(Cl)(Cl)Cl,0.27810007,0.27959347,inert,False
71556,56235,328.2,1.09,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.08617769624105241,UOCLXMDMGBRAIB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,71-55-6,56-23-5,"1,1,1-trichloroethane",tetrachloromethane,CC(Cl)(Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.09440205,0.09445981,inert,False
74964,56235,293.2,1.25,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.22314355131420976,RDHPKYGYEGBMSE-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,74-96-4,56-23-5,bromoethane,tetrachloromethane,CCBr,C(Cl)(Cl)(Cl)Cl,0.292742,0.26951775,inert,False
75036,56235,293.2,1.35,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.30010459245033816,HVTICUPFWKNHNG-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-03-6,56-23-5,iodoethane,tetrachloromethane,CCI,C(Cl)(Cl)(Cl)Cl,0.24926087,0.23779619,inert,False
75058,56235,293.2,13.4,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.5952547069568657,WEVYAHXRMPXWCK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-05-8,56-23-5,acetonitrile,tetrachloromethane,CC#N,C(Cl)(Cl)(Cl)Cl,2.4327087,2.3523808,inert,False
75058,56235,314.9,10.7,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.3702437414678603,WEVYAHXRMPXWCK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-05-8,56-23-5,acetonitrile,tetrachloromethane,CC#N,C(Cl)(Cl)(Cl)Cl,2.2371264,2.1567984,inert,False
75058,56235,316.5,10.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.312535423847214,WEVYAHXRMPXWCK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-05-8,56-23-5,acetonitrile,tetrachloromethane,CC#N,C(Cl)(Cl)(Cl)Cl,2.2235527,2.1432247,inert,False
75058,56235,330.0,9.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.2082744135228043,WEVYAHXRMPXWCK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-05-8,56-23-5,acetonitrile,tetrachloromethane,CC#N,C(Cl)(Cl)(Cl)Cl,2.1133301,2.0330021,inert,False
75058,56235,340.2,8.7,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.163323025660538,WEVYAHXRMPXWCK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-05-8,56-23-5,acetonitrile,tetrachloromethane,CC#N,C(Cl)(Cl)(Cl)Cl,2.034905,1.954577,inert,False
75058,56235,346.0,8.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.0918640616783932,WEVYAHXRMPXWCK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-05-8,56-23-5,acetonitrile,tetrachloromethane,CC#N,C(Cl)(Cl)(Cl)Cl,1.9920671,1.9117391,inert,False
75092,56235,293.2,1.58,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.4574248470388755,YMWUJEATGCHHMB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-09-2,56-23-5,dichloromethane,tetrachloromethane,C(Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.51739794,0.48415804,inert,False
75092,56235,328.2,1.49,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.3987761199573678,YMWUJEATGCHHMB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-09-2,56-23-5,dichloromethane,tetrachloromethane,C(Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.43749842,0.40425852,inert,False
75150,56235,293.2,1.21,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.1906203596086497,QGJOPFRUJISHPQ-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-15-0,56-23-5,carbon disulfide,tetrachloromethane,C(=S)=S,C(Cl)(Cl)(Cl)Cl,0.011923535,-0.016114878,inert,False
75343,56235,328.2,1.4,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.3364722366212129,SCYULBFZEHDVBN-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-34-3,56-23-5,"1,1-dichloroethane",tetrachloromethane,CC(Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.32715103,0.3214678,inert,False
75525,56235,293.2,15.2,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.7212954278522306,LYGJENNIWJXYER-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-52-5,56-23-5,nitromethane,tetrachloromethane,C[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,2.3281896,2.272748,inert,False
75525,56235,298.2,15.05,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.711377991194885,LYGJENNIWJXYER-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-52-5,56-23-5,nitromethane,tetrachloromethane,C[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,2.2745523,2.2191107,inert,False
75525,56235,314.9,11.7,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.4595888418037104,LYGJENNIWJXYER-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-52-5,56-23-5,nitromethane,tetrachloromethane,C[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,2.1073694,2.0519278,inert,False
75525,56235,328.3,10.7,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.3702437414678603,LYGJENNIWJXYER-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-52-5,56-23-5,nitromethane,tetrachloromethane,C[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,1.9853683,1.9299266,inert,False
75525,56235,340.2,9.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.2082744135228043,LYGJENNIWJXYER-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-52-5,56-23-5,nitromethane,tetrachloromethane,C[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,1.8851522,1.8297106,inert,False
75525,56235,349.1,8.4,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.128231705849268,LYGJENNIWJXYER-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,75-52-5,56-23-5,nitromethane,tetrachloromethane,C[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,1.8147788,1.7593372,inert,False
78831,56235,293.2,18.5,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,2.917770732084279,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,78-83-1,56-23-5,2-methyl-1-propanol,tetrachloromethane,CC(C)CO,C(Cl)(Cl)(Cl)Cl,2.5611763,2.5618901,inert,False
79016,56235,328.2,0.99,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,-0.01005033585350145,XSTXAVWGXDQKEL-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,79-01-6,56-23-5,trichloroethene,tetrachloromethane,C(=C(Cl)Cl)Cl,C(Cl)(Cl)(Cl)Cl,0.024997802,0.03008476,inert,False
79469,56235,314.9,4.58,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.5216989981260935,FGLBSLMDCBOPQK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,79-46-9,56-23-5,2-nitropropane,tetrachloromethane,CC(C)[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,0.7811158,0.78356135,inert,False
79469,56235,333.0,4.24,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.4445632692438664,FGLBSLMDCBOPQK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,79-46-9,56-23-5,2-nitropropane,tetrachloromethane,CC(C)[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,0.72324723,0.7256928,inert,False
79469,56235,340.2,4.1,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.410986973710262,FGLBSLMDCBOPQK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,79-46-9,56-23-5,2-nitropropane,tetrachloromethane,CC(C)[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,0.70179546,0.70424104,inert,False
79469,56235,346.3,3.96,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.3762440252663892,FGLBSLMDCBOPQK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,79-46-9,56-23-5,2-nitropropane,tetrachloromethane,CC(C)[N+](=O)[O-],C(Cl)(Cl)(Cl)Cl,0.68427736,0.68672293,inert,False
107062,56235,313.2,1.73,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.5481214085096876,WSLDOOZREJYCGB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,107-06-2,56-23-5,"1,2-dichloroethane",tetrachloromethane,C(CCl)Cl,C(Cl)(Cl)(Cl)Cl,0.61008775,0.61063766,inert,False
107062,56235,328.2,1.65,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.5007752879124892,WSLDOOZREJYCGB-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,107-06-2,56-23-5,"1,2-dichloroethane",tetrachloromethane,C(CCl)Cl,C(Cl)(Cl)(Cl)Cl,0.56494033,0.56549025,inert,False
107120,56235,293.2,7.2,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,1.9740810260220096,FVSKHRXBFJPNKK-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,107-12-0,56-23-5,propanenitrile,tetrachloromethane,CCC#N,C(Cl)(Cl)(Cl)Cl,1.4068773,1.3964579,inert,False
107835,56235,298.2,1.41,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.34358970439007686,AFABGHUZZDYHJO-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,107-83-5,56-23-5,2-methylpentane,tetrachloromethane,CCCC(C)C,C(Cl)(Cl)(Cl)Cl,0.030654458,0.02098894,inert,False
108087,56235,298.2,1.45,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.371563556432483,BZHMBWZPUJHVEE-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,108-08-7,56-23-5,"2,4-dimethylpentane",tetrachloromethane,CC(C)CC(C)C,C(Cl)(Cl)(Cl)Cl,0.031299256,0.0038874373,inert,False
108203,56235,293.2,1.04,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.03922071315328133,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,108-20-3,56-23-5,diisopropyl ether,tetrachloromethane,CC(C)OC(C)C,C(Cl)(Cl)(Cl)Cl,-0.170466,-0.19530493,inert,False
108883,56235,298.2,1.02,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.01980262729617973,YXFVVABEGXRONW-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,108-88-3,56-23-5,toluene,tetrachloromethane,CC1=CC=CC=C1,C(Cl)(Cl)(Cl)Cl,0.20912385,0.21014208,inert,False
108883,56235,313.2,1.05,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.04879016416943205,YXFVVABEGXRONW-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,108-88-3,56-23-5,toluene,tetrachloromethane,CC1=CC=CC=C1,C(Cl)(Cl)(Cl)Cl,0.19480063,0.19581886,inert,False
109660,56235,298.2,1.33,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.28517894223366247,OFBQJSOFQDEBGM-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,109-66-0,56-23-5,pentane,tetrachloromethane,CCCCC,C(Cl)(Cl)(Cl)Cl,0.034318544,0.04660303,inert,False
109999,56235,303.2,0.82,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,-0.19845093872383832,WYURNTSHIVDZCO-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,109-99-9,56-23-5,tetrahydrofuran,tetrachloromethane,C1CCOC1,C(Cl)(Cl)(Cl)Cl,-0.12815562,-0.13603154,inert,False
110543,56235,293.2,1.33,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.28517894223366247,VLKZOEOYAKHREP-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,110-54-3,56-23-5,hexane,tetrachloromethane,CCCCCC,C(Cl)(Cl)(Cl)Cl,0.042744692,0.037402686,inert,False
110543,56235,298.2,1.35,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.30010459245033816,VLKZOEOYAKHREP-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,110-54-3,56-23-5,hexane,tetrachloromethane,CCCCCC,C(Cl)(Cl)(Cl)Cl,0.04170651,0.036364503,inert,False
110543,56235,313.2,1.28,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.2468600779315258,VLKZOEOYAKHREP-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,110-54-3,56-23-5,hexane,tetrachloromethane,CCCCCC,C(Cl)(Cl)(Cl)Cl,0.03878396,0.033441953,inert,False
111659,56235,298.2,1.23,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.20701416938432612,TVMXDCGIABBOFY-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,111-65-9,56-23-5,octane,tetrachloromethane,CCCCCCCC,C(Cl)(Cl)(Cl)Cl,0.056702368,-0.032368816,inert,False
111659,56235,298.2,1.33,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.28517894223366247,TVMXDCGIABBOFY-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,111-65-9,56-23-5,octane,tetrachloromethane,CCCCCCCC,C(Cl)(Cl)(Cl)Cl,0.056702368,-0.032368816,inert,False
111659,56235,313.2,1.19,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.17395330712343798,TVMXDCGIABBOFY-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,111-65-9,56-23-5,octane,tetrachloromethane,CCCCCCCC,C(Cl)(Cl)(Cl)Cl,0.05266475,-0.036406435,inert,False
111842,56235,298.2,1.28,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.2468600779315258,BKIMMITUMNQMOS-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,111-84-2,56-23-5,nonane,tetrachloromethane,CCCCCCCCC,C(Cl)(Cl)(Cl)Cl,0.06388226,-0.08484107,inert,False
123911,56235,298.2,1.25,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.22314355131420976,RYHBNJHYFVUHQT-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,123-91-1,56-23-5,"1,4-dioxane",tetrachloromethane,C1COCCO1,C(Cl)(Cl)(Cl)Cl,0.45461318,0.45164952,inert,False
123911,56235,298.2,1.29,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.25464221837358075,RYHBNJHYFVUHQT-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,123-91-1,56-23-5,"1,4-dioxane",tetrachloromethane,C1COCCO1,C(Cl)(Cl)(Cl)Cl,0.45461318,0.45164952,inert,False
123911,56235,303.2,1.32,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.27763173659827955,RYHBNJHYFVUHQT-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,123-91-1,56-23-5,"1,4-dioxane",tetrachloromethane,C1COCCO1,C(Cl)(Cl)(Cl)Cl,0.4535434,0.45057973,inert,False
123911,56235,308.2,1.33,IdacRecLazzaroniDb2023.txt,LazzaroniDb2023,0.28517894223366247,RYHBNJHYFVUHQT-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N,123-91-1,56-23-5,"1,4-dioxane",tetrachloromethane,C1COCCO1,C(Cl)(Cl)(Cl)Cl,0.45210737,0.4491437,inert,False
