axis,stratum,unit,convention,n_bins,within_bin_variance,n,rows_per_bin,mse,b_insuff_up,margin,P_boot,margin_ci90_lo,margin_ci90_hi,cell_defined
solvent_class,water,pair,full,6,Be,15,2.5,0.7905,0.2698,0.2509,0.862,-0.287,0.921,True
solvent_class,water,pair,full,7,ML,15,2.14,0.7905,0.1718,0.4468,0.991,0.297,0.984,True
solvent_class,water,pair,full,7,Be,15,2.14,0.7905,0.3426,0.1053,0.949,-0.003,0.968,True
solvent_class,water,pair,full,8,ML,15,1.88,0.7905,,,,,,False
solvent_class,water,pair,full,8,Be,15,1.88,0.7905,,,,,,False
solvent_class,water,pair,full,10,ML,15,1.5,0.7905,,,,,,False
solvent_class,water,pair,full,10,Be,15,1.5,0.7905,,,,,,False
solvent_class,water,pair,full,12,ML,15,1.25,0.7905,,,,,,False
solvent_class,water,pair,full,12,Be,15,1.25,0.7905,,,,,,False
solvent_class,water,pair,full,16,ML,15,0.94,0.7905,,,,,,False
solvent_class,water,pair,full,16,Be,15,0.94,0.7905,,,,,,False
solvent_class,water,pair,full,20,ML,15,0.75,0.7905,,,,,,False
solvent_class,water,pair,full,20,Be,15,0.75,0.7905,,,,,,False
solvent_class,water,pair,full,24,ML,15,0.62,0.7905,,,,,,False
solvent_class,water,pair,full,24,Be,15,0.62,0.7905,,,,,,False
solvent_class,water,pair,full,32,ML,15,0.47,0.7905,,,,,,False
solvent_class,water,pair,full,32,Be,15,0.47,0.7905,,,,,,False
solvent_class,water,pair,full,40,ML,15,0.38,0.7905,,,,,,False
solvent_class,water,pair,full,40,Be,15,0.38,0.7905,,,,,,False
solvent_class,water,pair,full,48,ML,15,0.31,0.7905,,,,,,False
solvent_class,water,pair,full,48,Be,15,0.31,0.7905,,,,,,False
solvent_class,water,pair,res,3,ML,15,5.0,0.5234,0.4355,-0.3477,0.342,-0.843,0.391,True
solvent_class,water,pair,res,3,Be,15,5.0,0.5234,0.5444,-0.5655,0.266,-1.206,0.343,True
solvent_class,water,pair,res,4,ML,15,3.75,0.5234,0.3574,-0.1914,0.604,-0.396,0.467,True
solvent_class,water,pair,res,4,Be,15,3.75,0.5234,0.493,-0.4627,0.415,-0.73,0.429,True
solvent_class,water,pair,res,5,ML,15,3.0,0.5234,0.2193,0.0848,0.832,-0.183,0.522,True
solvent_class,water,pair,res,5,Be,15,3.0,0.5234,0.3289,-0.1344,0.613,-0.491,0.494,True
solvent_class,water,pair,res,6,ML,15,2.5,0.5234,0.2666,-0.0098,0.905,-0.08,0.566,True
solvent_class,water,pair,res,6,Be,15,2.5,0.5234,0.442,-0.3607,0.691,-0.417,0.536,True
solvent_class,water,pair,res,7,ML,15,2.14,0.5234,0.1337,0.256,0.982,0.102,0.61,True
solvent_class,water,pair,res,7,Be,15,2.14,0.5234,0.2663,-0.0093,0.853,-0.203,0.583,True
solvent_class,water,pair,res,8,ML,15,1.88,0.5234,,,,,,False
solvent_class,water,pair,res,8,Be,15,1.88,0.5234,,,,,,False
solvent_class,water,pair,res,10,ML,15,1.5,0.5234,,,,,,False
solvent_class,water,pair,res,10,Be,15,1.5,0.5234,,,,,,False
solvent_class,water,pair,res,12,ML,15,1.25,0.5234,,,,,,False
solvent_class,water,pair,res,12,Be,15,1.25,0.5234,,,,,,False
solvent_class,water,pair,res,16,ML,15,0.94,0.5234,,,,,,False
solvent_class,water,pair,res,16,Be,15,0.94,0.5234,,,,,,False
solvent_class,water,pair,res,20,ML,15,0.75,0.5234,,,,,,False
solvent_class,water,pair,res,20,Be,15,0.75,0.5234,,,,,,False
solvent_class,water,pair,res,24,ML,15,0.62,0.5234,,,,,,False
solvent_class,water,pair,res,24,Be,15,0.62,0.5234,,,,,,False
solvent_class,water,pair,res,32,ML,15,0.47,0.5234,,,,,,False
solvent_class,water,pair,res,32,Be,15,0.47,0.5234,,,,,,False
solvent_class,water,pair,res,40,ML,15,0.38,0.5234,,,,,,False
solvent_class,water,pair,res,40,Be,15,0.38,0.5234,,,,,,False
solvent_class,water,pair,res,48,ML,15,0.31,0.5234,,,,,,False
solvent_class,water,pair,res,48,Be,15,0.31,0.5234,,,,,,False
solute_role,organic_solute,row,full,3,ML,440,146.67,1.6647,0.7878,0.089,0.51,-0.828,0.849,True
solute_role,organic_solute,row,full,3,Be,440,146.67,1.6647,0.7932,0.0782,0.52,-0.829,0.777,True
solute_role,organic_solute,row,full,4,ML,440,110.0,1.6647,0.6063,0.452,0.881,-0.184,1.193,True
solute_role,organic_solute,row,full,4,Be,440,110.0,1.6647,0.6119,0.4409,0.869,-0.242,1.173,True
solute_role,organic_solute,row,full,5,ML,440,88.0,1.6647,0.447,0.7706,0.965,0.083,1.417,True
solute_role,organic_solute,row,full,5,Be,440,88.0,1.6647,0.4522,0.7603,0.966,0.082,1.381,True
solute_role,organic_solute,row,full,6,ML,440,73.33,1.6647,0.4015,0.8618,0.989,0.236,1.519,True
solute_role,organic_solute,row,full,6,Be,440,73.33,1.6647,0.407,0.8507,0.985,0.213,1.504,True
solute_role,organic_solute,row,full,7,ML,440,62.86,1.6647,0.4568,0.7511,0.996,0.337,1.623,True
solute_role,organic_solute,row,full,7,Be,440,62.86,1.6647,0.4642,0.7363,0.993,0.304,1.644,True
solute_role,organic_solute,row,full,8,ML,440,55.0,1.6647,0.4141,0.8364,0.996,0.399,1.703,True
solute_role,organic_solute,row,full,8,Be,440,55.0,1.6647,0.4218,0.8211,0.998,0.373,1.713,True
solute_role,organic_solute,row,full,10,ML,440,44.0,1.6647,0.3658,0.933,0.999,0.488,1.807,True
solute_role,organic_solute,row,full,10,Be,440,44.0,1.6647,0.3744,0.916,0.999,0.493,1.8,True
solute_role,organic_solute,row,full,12,ML,440,36.67,1.6647,0.3292,1.0063,0.999,0.564,1.897,True
solute_role,organic_solute,row,full,12,Be,440,36.67,1.6647,0.3384,0.9879,0.999,0.535,1.904,True
solute_role,organic_solute,row,full,16,ML,440,27.5,1.6647,0.3488,0.9671,1.0,0.642,1.915,True
solute_role,organic_solute,row,full,16,Be,440,27.5,1.6647,0.3619,0.9409,1.0,0.602,1.939,True
solute_role,organic_solute,row,full,20,ML,440,22.0,1.6647,0.3062,1.0523,1.0,0.678,2.006,True
solute_role,organic_solute,row,full,20,Be,440,22.0,1.6647,0.3208,1.0231,1.0,0.671,1.933,True
solute_role,organic_solute,row,full,24,ML,440,18.33,1.6647,0.2829,1.0989,1.0,0.727,2.049,True
solute_role,organic_solute,row,full,24,Be,440,18.33,1.6647,0.2992,1.0663,1.0,0.712,2.006,True
solute_role,organic_solute,row,full,32,ML,440,13.75,1.6647,0.2784,1.1079,1.0,0.764,2.078,True
solute_role,organic_solute,row,full,32,Be,440,13.75,1.6647,0.3,1.0646,1.0,0.741,2.08,True
solute_role,organic_solute,row,full,40,ML,440,11.0,1.6647,0.2576,1.1495,1.0,0.806,2.148,True
solute_role,organic_solute,row,full,40,Be,440,11.0,1.6647,0.2833,1.098,1.0,0.756,2.089,True
solute_role,organic_solute,row,full,48,ML,440,9.17,1.6647,0.2457,1.1733,1.0,0.834,2.153,True
solute_role,organic_solute,row,full,48,Be,440,9.17,1.6647,0.2756,1.1135,1.0,0.811,2.115,True
solute_role,organic_solute,row,res,3,ML,440,146.67,1.4002,0.8829,-0.3656,0.212,-1.586,0.501,True
solute_role,organic_solute,row,res,3,Be,440,146.67,1.4002,0.889,-0.3778,0.199,-1.577,0.446,True
solute_role,organic_solute,row,res,4,ML,440,110.0,1.4002,0.8785,-0.3568,0.459,-0.879,0.839,True
solute_role,organic_solute,row,res,4,Be,440,110.0,1.4002,0.8866,-0.3729,0.438,-0.943,0.846,True
solute_role,organic_solute,row,res,5,ML,440,88.0,1.4002,0.6448,0.1106,0.604,-0.608,1.065,True
solute_role,organic_solute,row,res,5,Be,440,88.0,1.4002,0.6522,0.0957,0.587,-0.619,1.072,True
solute_role,organic_solute,row,res,6,ML,440,73.33,1.4002,0.6099,0.1804,0.721,-0.41,1.197,True
solute_role,organic_solute,row,res,6,Be,440,73.33,1.4002,0.6184,0.1635,0.71,-0.447,1.181,True
solute_role,organic_solute,row,res,7,ML,440,62.86,1.4002,0.5977,0.2049,0.795,-0.298,1.33,True
solute_role,organic_solute,row,res,7,Be,440,62.86,1.4002,0.6073,0.1856,0.785,-0.322,1.301,True
solute_role,organic_solute,row,res,8,ML,440,55.0,1.4002,0.5972,0.2058,0.845,-0.216,1.388,True
solute_role,organic_solute,row,res,8,Be,440,55.0,1.4002,0.6083,0.1837,0.827,-0.22,1.376,True
solute_role,organic_solute,row,res,10,ML,440,44.0,1.4002,0.5693,0.2617,0.919,-0.065,1.47,True
solute_role,organic_solute,row,res,10,Be,440,44.0,1.4002,0.5825,0.2352,0.893,-0.117,1.415,True
solute_role,organic_solute,row,res,12,ML,440,36.67,1.4002,0.5485,0.3032,0.943,-0.022,1.513,True
solute_role,organic_solute,row,res,12,Be,440,36.67,1.4002,0.5639,0.2724,0.939,-0.032,1.488,True
solute_role,organic_solute,row,res,16,ML,440,27.5,1.4002,0.5403,0.3197,0.981,0.103,1.645,True
solute_role,organic_solute,row,res,16,Be,440,27.5,1.4002,0.5607,0.2789,0.979,0.086,1.561,True
solute_role,organic_solute,row,res,20,ML,440,22.0,1.4002,0.4981,0.404,0.992,0.176,1.631,True
solute_role,organic_solute,row,res,20,Be,440,22.0,1.4002,0.5218,0.3566,0.987,0.152,1.621,True
solute_role,organic_solute,row,res,24,ML,440,18.33,1.4002,0.4793,0.4417,0.998,0.236,1.647,True
solute_role,organic_solute,row,res,24,Be,440,18.33,1.4002,0.5069,0.3865,0.993,0.197,1.677,True
solute_role,organic_solute,row,res,32,ML,440,13.75,1.4002,0.4513,0.4977,1.0,0.321,1.757,True
solute_role,organic_solute,row,res,32,Be,440,13.75,1.4002,0.4867,0.4269,0.998,0.281,1.753,True
solute_role,organic_solute,row,res,40,ML,440,11.0,1.4002,0.4262,0.5479,1.0,0.402,1.778,True
solute_role,organic_solute,row,res,40,Be,440,11.0,1.4002,0.4688,0.4627,0.999,0.324,1.743,True
solute_role,organic_solute,row,res,48,ML,440,9.17,1.4002,0.4031,0.594,1.0,0.43,1.821,True
solute_role,organic_solute,row,res,48,Be,440,9.17,1.4002,0.4523,0.4956,1.0,0.375,1.796,True
solute_role,organic_solute,pair,full,3,ML,179,59.67,1.5762,0.8491,-0.122,0.233,-1.737,0.548,True
solute_role,organic_solute,pair,full,3,Be,179,59.67,1.5762,0.8636,-0.151,0.241,-1.735,0.549,True
solute_role,organic_solute,pair,full,4,ML,179,44.75,1.5762,0.782,0.0123,0.55,-0.857,0.956,True
solute_role,organic_solute,pair,full,4,Be,179,44.75,1.5762,0.7998,-0.0234,0.52,-0.881,0.923,True
solute_role,organic_solute,pair,full,5,ML,179,35.8,1.5762,0.6477,0.2808,0.741,-0.454,1.193,True
solute_role,organic_solute,pair,full,5,Be,179,35.8,1.5762,0.6663,0.2436,0.732,-0.504,1.13,True
solute_role,organic_solute,pair,full,6,ML,179,29.83,1.5762,0.5254,0.5255,0.868,-0.229,1.33,True
solute_role,organic_solute,pair,full,6,Be,179,29.83,1.5762,0.5436,0.4891,0.851,-0.278,1.29,True
solute_role,organic_solute,pair,full,7,ML,179,25.57,1.5762,0.6121,0.3521,0.924,-0.085,1.483,True
solute_role,organic_solute,pair,full,7,Be,179,25.57,1.5762,0.6368,0.3027,0.907,-0.141,1.394,True
solute_role,organic_solute,pair,full,8,ML,179,22.38,1.5762,0.4973,0.5816,0.94,-0.034,1.511,True
solute_role,organic_solute,pair,full,8,Be,179,22.38,1.5762,0.5203,0.5356,0.942,-0.034,1.438,True
solute_role,organic_solute,pair,full,10,ML,179,17.9,1.5762,0.4715,0.6333,0.981,0.128,1.662,True
solute_role,organic_solute,pair,full,10,Be,179,17.9,1.5762,0.4994,0.5775,0.971,0.083,1.58,True
solute_role,organic_solute,pair,full,12,ML,179,14.92,1.5762,0.4299,0.7164,0.988,0.21,1.729,True
solute_role,organic_solute,pair,full,12,Be,179,14.92,1.5762,0.4607,0.6548,0.983,0.164,1.636,True
solute_role,organic_solute,pair,full,16,ML,179,11.19,1.5762,0.4412,0.6938,0.994,0.308,1.874,True
solute_role,organic_solute,pair,full,16,Be,179,11.19,1.5762,0.4838,0.6086,0.995,0.252,1.765,True
solute_role,organic_solute,pair,full,20,ML,179,8.95,1.5762,0.3933,0.7897,0.998,0.374,1.945,True
solute_role,organic_solute,pair,full,20,Be,179,8.95,1.5762,0.4425,0.6912,0.998,0.298,1.874,True
solute_role,organic_solute,pair,full,24,ML,179,7.46,1.5762,0.3712,0.8339,1.0,0.435,2.041,True
solute_role,organic_solute,pair,full,24,Be,179,7.46,1.5762,0.4283,0.7197,0.998,0.363,1.982,True
solute_role,organic_solute,pair,full,32,ML,179,5.59,1.5762,0.3493,0.8777,0.999,0.52,2.173,True
solute_role,organic_solute,pair,full,32,Be,179,5.59,1.5762,0.4236,0.7289,1.0,0.465,2.086,True
solute_role,organic_solute,pair,full,40,ML,179,4.47,1.5762,0.3197,0.9368,1.0,0.586,2.211,True
solute_role,organic_solute,pair,full,40,Be,179,4.47,1.5762,0.4124,0.7514,1.0,0.53,2.181,True
solute_role,organic_solute,pair,full,48,ML,179,3.73,1.5762,0.2635,1.0493,1.0,0.625,2.309,True
solute_role,organic_solute,pair,full,48,Be,179,3.73,1.5762,0.3566,0.8629,1.0,0.548,2.195,True
solute_role,organic_solute,pair,res,3,ML,179,59.67,1.3304,1.0187,-0.7069,0.062,-2.011,0.055,True
solute_role,organic_solute,pair,res,3,Be,179,59.67,1.3304,1.0361,-0.7417,0.055,-2.063,0.026,True
solute_role,organic_solute,pair,res,4,ML,179,44.75,1.3304,0.9628,-0.5952,0.21,-1.211,0.453,True
solute_role,organic_solute,pair,res,4,Be,179,44.75,1.3304,0.9847,-0.6391,0.201,-1.267,0.44,True
solute_role,organic_solute,pair,res,5,ML,179,35.8,1.3304,0.7881,-0.2457,0.379,-0.805,0.674,True
solute_role,organic_solute,pair,res,5,Be,179,35.8,1.3304,0.8107,-0.291,0.337,-0.898,0.588,True
solute_role,organic_solute,pair,res,6,ML,179,29.83,1.3304,0.7056,-0.0808,0.512,-0.651,0.801,True
solute_role,organic_solute,pair,res,6,Be,179,29.83,1.3304,0.73,-0.1297,0.473,-0.68,0.789,True
solute_role,organic_solute,pair,res,7,ML,179,25.57,1.3304,0.7098,-0.0893,0.625,-0.485,0.934,True
solute_role,organic_solute,pair,res,7,Be,179,25.57,1.3304,0.7386,-0.1467,0.569,-0.54,0.84,True
solute_role,organic_solute,pair,res,8,ML,179,22.38,1.3304,0.6926,-0.0549,0.684,-0.378,1.029,True
solute_role,organic_solute,pair,res,8,Be,179,22.38,1.3304,0.7248,-0.1192,0.633,-0.446,0.97,True
solute_role,organic_solute,pair,res,10,ML,179,17.9,1.3304,0.6404,0.0497,0.802,-0.252,1.134,True
solute_role,organic_solute,pair,res,10,Be,179,17.9,1.3304,0.6782,-0.026,0.741,-0.301,1.038,True
solute_role,organic_solute,pair,res,12,ML,179,14.92,1.3304,0.5942,0.142,0.868,-0.149,1.195,True
solute_role,organic_solute,pair,res,12,Be,179,14.92,1.3304,0.6368,0.0569,0.814,-0.229,1.14,True
solute_role,organic_solute,pair,res,16,ML,179,11.19,1.3304,0.5721,0.1862,0.939,-0.029,1.309,True
solute_role,organic_solute,pair,res,16,Be,179,11.19,1.3304,0.6281,0.0741,0.885,-0.129,1.249,True
solute_role,organic_solute,pair,res,20,ML,179,8.95,1.3304,0.566,0.1985,0.974,0.066,1.462,True
solute_role,organic_solute,pair,res,20,Be,179,8.95,1.3304,0.6369,0.0567,0.937,-0.031,1.345,True
solute_role,organic_solute,pair,res,24,ML,179,7.46,1.3304,0.5333,0.2637,0.984,0.12,1.562,True
solute_role,organic_solute,pair,res,24,Be,179,7.46,1.3304,0.6161,0.0981,0.958,0.034,1.468,True
solute_role,organic_solute,pair,res,32,ML,179,5.59,1.3304,0.4974,0.3357,0.996,0.242,1.671,True
solute_role,organic_solute,pair,res,32,Be,179,5.59,1.3304,0.6062,0.1181,0.987,0.138,1.596,True
solute_role,organic_solute,pair,res,40,ML,179,4.47,1.3304,0.4772,0.376,0.999,0.3,1.735,True
solute_role,organic_solute,pair,res,40,Be,179,4.47,1.3304,0.6145,0.1015,0.996,0.205,1.665,True
solute_role,organic_solute,pair,res,48,ML,179,3.73,1.3304,0.4686,0.3933,1.0,0.396,1.872,True
solute_role,organic_solute,pair,res,48,Be,179,3.73,1.3304,0.6405,0.0495,0.999,0.28,1.749,True
