axis,stratum,unit,convention,n_bins,within_bin_variance,n,rows_per_bin,mse,b_insuff_up,margin,P_boot,margin_ci90_lo,margin_ci90_hi,cell_defined
solute_family,alkane,row,res,4,Be,129,32.25,2.3148,0.7091,0.8967,0.964,0.11,2.036,True
solute_family,alkane,row,res,5,ML,129,25.8,2.3148,0.6117,1.0914,0.988,0.498,2.165,True
solute_family,alkane,row,res,5,Be,129,25.8,2.3148,0.6362,1.0424,0.985,0.397,2.139,True
solute_family,alkane,row,res,6,ML,129,21.5,2.3148,0.5509,1.213,0.996,0.751,2.234,True
solute_family,alkane,row,res,6,Be,129,21.5,2.3148,0.5773,1.1602,0.991,0.596,2.229,True
solute_family,alkane,row,res,7,ML,129,18.43,2.3148,0.4735,1.3678,0.996,0.811,2.273,True
solute_family,alkane,row,res,7,Be,129,18.43,2.3148,0.5001,1.3146,0.996,0.685,2.294,True
solute_family,alkane,row,res,8,ML,129,16.12,2.3148,0.4386,1.4376,0.998,0.912,2.332,True
solute_family,alkane,row,res,8,Be,129,16.12,2.3148,0.4673,1.3802,0.995,0.813,2.348,True
solute_family,alkane,row,res,10,ML,129,12.9,2.3148,0.3504,1.6141,0.999,0.997,2.394,True
solute_family,alkane,row,res,10,Be,129,12.9,2.3148,0.3796,1.5556,0.996,0.965,2.397,True
solute_family,alkane,row,res,12,ML,129,10.75,2.3148,0.3307,1.6535,0.999,1.103,2.468,True
solute_family,alkane,row,res,12,Be,129,10.75,2.3148,0.364,1.5869,0.998,1.044,2.438,True
solute_family,alkane,row,res,16,ML,129,8.06,2.3148,0.1997,1.9155,0.999,1.207,2.523,True
solute_family,alkane,row,res,16,Be,129,8.06,2.3148,0.228,1.8588,0.999,1.169,2.488,True
solute_family,alkane,row,res,20,ML,129,6.45,2.3148,0.1736,1.9676,1.0,1.318,2.566,True
solute_family,alkane,row,res,20,Be,129,6.45,2.3148,0.2064,1.9021,1.0,1.271,2.553,True
solute_family,alkane,row,res,24,ML,129,5.38,2.3148,0.1988,1.9173,1.0,1.389,2.605,True
solute_family,alkane,row,res,24,Be,129,5.38,2.3148,0.2457,1.8234,1.0,1.32,2.584,True
solute_family,alkane,row,res,32,ML,129,4.03,2.3148,0.1557,2.0034,1.0,1.464,2.636,True
solute_family,alkane,row,res,32,Be,129,4.03,2.3148,0.2075,1.8999,1.0,1.401,2.62,True
solute_family,alkane,row,res,40,ML,129,3.23,2.3148,0.1455,2.0238,1.0,1.503,2.665,True
solute_family,alkane,row,res,40,Be,129,3.23,2.3148,0.2126,1.8897,1.0,1.41,2.673,True
solute_family,alkane,row,res,48,ML,129,2.69,2.3148,0.1153,2.0843,1.0,1.537,2.696,True
solute_family,alkane,row,res,48,Be,129,2.69,2.3148,0.1867,1.9414,1.0,1.489,2.65,True
solute_family,alkane,pair,full,3,ML,45,15.0,2.1276,0.8505,0.4265,0.75,-0.88,1.912,True
solute_family,alkane,pair,full,3,Be,45,15.0,2.1276,0.9113,0.305,0.676,-1.122,1.823,True
solute_family,alkane,pair,full,4,ML,45,11.25,2.1276,0.6703,0.7871,0.909,-0.236,2.219,True
solute_family,alkane,pair,full,4,Be,45,11.25,2.1276,0.7347,0.6583,0.854,-0.48,2.125,True
solute_family,alkane,pair,full,5,ML,45,9.0,2.1276,0.6422,0.8432,0.959,0.063,2.415,True
solute_family,alkane,pair,full,5,Be,45,9.0,2.1276,0.7225,0.6826,0.936,-0.107,2.365,True
solute_family,alkane,pair,full,6,ML,45,7.5,2.1276,0.4924,1.1428,0.977,0.286,2.546,True
solute_family,alkane,pair,full,6,Be,45,7.5,2.1276,0.5657,0.9962,0.961,0.069,2.482,True
solute_family,alkane,pair,full,7,ML,45,6.43,2.1276,0.4451,1.2375,0.983,0.413,2.661,True
solute_family,alkane,pair,full,7,Be,45,6.43,2.1276,0.5246,1.0784,0.973,0.197,2.583,True
solute_family,alkane,pair,full,8,ML,45,5.62,2.1276,0.4493,1.2291,0.991,0.454,2.711,True
solute_family,alkane,pair,full,8,Be,45,5.62,2.1276,0.5422,1.0431,0.981,0.347,2.61,True
solute_family,alkane,pair,full,10,ML,45,4.5,2.1276,0.2848,1.558,0.996,0.666,2.804,True
solute_family,alkane,pair,full,10,Be,45,4.5,2.1276,0.3673,1.3929,0.995,0.606,2.768,True
solute_family,alkane,pair,full,12,ML,45,3.75,2.1276,0.2458,1.636,0.998,0.799,2.895,True
solute_family,alkane,pair,full,12,Be,45,3.75,2.1276,0.3315,1.4645,0.997,0.699,2.781,True
solute_family,alkane,pair,full,16,ML,45,2.81,2.1276,0.251,1.6255,1.0,0.914,2.973,True
solute_family,alkane,pair,full,16,Be,45,2.81,2.1276,0.387,1.3536,1.0,0.819,2.873,True
solute_family,alkane,pair,full,20,ML,45,2.25,2.1276,0.161,1.8055,0.999,0.969,2.986,True
solute_family,alkane,pair,full,20,Be,45,2.25,2.1276,0.2879,1.5518,0.999,0.887,2.971,True
solute_family,alkane,pair,full,24,ML,45,1.88,2.1276,,,,,,False
solute_family,alkane,pair,full,24,Be,45,1.88,2.1276,,,,,,False
solute_family,alkane,pair,full,32,ML,45,1.41,2.1276,,,,,,False
solute_family,alkane,pair,full,32,Be,45,1.41,2.1276,,,,,,False
solute_family,alkane,pair,full,40,ML,45,1.12,2.1276,,,,,,False
solute_family,alkane,pair,full,40,Be,45,1.12,2.1276,,,,,,False
solute_family,alkane,pair,full,48,ML,45,0.94,2.1276,,,,,,False
solute_family,alkane,pair,full,48,Be,45,0.94,2.1276,,,,,,False
solute_family,alkane,pair,res,3,ML,45,15.0,1.8747,1.1233,-0.3718,0.583,-1.161,1.646,True
solute_family,alkane,pair,res,3,Be,45,15.0,1.8747,1.2035,-0.5323,0.508,-1.491,1.585,True
solute_family,alkane,pair,res,4,ML,45,11.25,1.8747,0.7125,0.4497,0.779,-0.681,1.887,True
solute_family,alkane,pair,res,4,Be,45,11.25,1.8747,0.7809,0.313,0.725,-0.893,1.886,True
solute_family,alkane,pair,res,5,ML,45,9.0,1.8747,0.6572,0.5603,0.883,-0.331,2.08,True
solute_family,alkane,pair,res,5,Be,45,9.0,1.8747,0.7393,0.396,0.835,-0.469,2.06,True
solute_family,alkane,pair,res,6,ML,45,7.5,1.8747,0.662,0.5508,0.936,-0.048,2.25,True
solute_family,alkane,pair,res,6,Be,45,7.5,1.8747,0.7629,0.3488,0.873,-0.377,2.165,True
solute_family,alkane,pair,res,7,ML,45,6.43,1.8747,0.5602,0.7543,0.945,-0.033,2.306,True
solute_family,alkane,pair,res,7,Be,45,6.43,1.8747,0.6625,0.5497,0.915,-0.187,2.252,True
solute_family,alkane,pair,res,8,ML,45,5.62,1.8747,0.4831,0.9086,0.974,0.135,2.375,True
solute_family,alkane,pair,res,8,Be,45,5.62,1.8747,0.583,0.7088,0.928,-0.138,2.381,True
solute_family,alkane,pair,res,10,ML,45,4.5,1.8747,0.5268,0.8212,0.982,0.234,2.454,True
solute_family,alkane,pair,res,10,Be,45,4.5,1.8747,0.6713,0.5321,0.957,0.046,2.421,True
solute_family,alkane,pair,res,12,ML,45,3.75,1.8747,0.5125,0.8497,0.995,0.434,2.535,True
solute_family,alkane,pair,res,12,Be,45,3.75,1.8747,0.6892,0.4964,0.981,0.251,2.473,True
solute_family,alkane,pair,res,16,ML,45,2.81,1.8747,0.3078,1.2591,0.998,0.574,2.662,True
solute_family,alkane,pair,res,16,Be,45,2.81,1.8747,0.4758,0.9231,0.992,0.441,2.581,True
solute_family,alkane,pair,res,20,ML,45,2.25,1.8747,0.1884,1.498,0.999,0.719,2.72,True
solute_family,alkane,pair,res,20,Be,45,2.25,1.8747,0.3419,1.1909,0.998,0.588,2.66,True
solute_family,alkane,pair,res,24,ML,45,1.88,1.8747,,,,,,False
solute_family,alkane,pair,res,24,Be,45,1.88,1.8747,,,,,,False
solute_family,alkane,pair,res,32,ML,45,1.41,1.8747,,,,,,False
solute_family,alkane,pair,res,32,Be,45,1.41,1.8747,,,,,,False
solute_family,alkane,pair,res,40,ML,45,1.12,1.8747,,,,,,False
solute_family,alkane,pair,res,40,Be,45,1.12,1.8747,,,,,,False
solute_family,alkane,pair,res,48,ML,45,0.94,1.8747,,,,,,False
solute_family,alkane,pair,res,48,Be,45,0.94,1.8747,,,,,,False
solvent_class,aprotic_acceptor,row,full,3,ML,57,19.0,0.1093,0.3013,-0.4933,0.054,-0.929,0.009,True
solvent_class,aprotic_acceptor,row,full,3,Be,57,19.0,0.1093,0.3181,-0.5268,0.06,-0.994,0.017,True
solvent_class,aprotic_acceptor,row,full,4,ML,57,14.25,0.1093,0.234,-0.3587,0.114,-0.706,0.075,True
solvent_class,aprotic_acceptor,row,full,4,Be,57,14.25,0.1093,0.251,-0.3926,0.09,-0.787,0.059,True
solvent_class,aprotic_acceptor,row,full,5,ML,57,11.4,0.1093,0.1924,-0.2754,0.166,-0.542,0.132,True
solvent_class,aprotic_acceptor,row,full,5,Be,57,11.4,0.1093,0.21,-0.3107,0.149,-0.627,0.105,True
solvent_class,aprotic_acceptor,row,full,6,ML,57,9.5,0.1093,0.1497,-0.1901,0.23,-0.461,0.153,True
solvent_class,aprotic_acceptor,row,full,6,Be,57,9.5,0.1093,0.1666,-0.2238,0.198,-0.511,0.139,True
solvent_class,aprotic_acceptor,row,full,7,ML,57,8.14,0.1093,0.1343,-0.1593,0.287,-0.392,0.187,True
solvent_class,aprotic_acceptor,row,full,7,Be,57,8.14,0.1093,0.152,-0.1947,0.248,-0.439,0.181,True
solvent_class,aprotic_acceptor,row,full,8,ML,57,7.12,0.1093,0.1133,-0.1172,0.337,-0.337,0.206,True
solvent_class,aprotic_acceptor,row,full,8,Be,57,7.12,0.1093,0.1305,-0.1518,0.294,-0.406,0.198,True
solvent_class,aprotic_acceptor,row,full,10,ML,57,5.7,0.1093,0.1168,-0.1244,0.449,-0.253,0.253,True
solvent_class,aprotic_acceptor,row,full,10,Be,57,5.7,0.1093,0.1403,-0.1713,0.369,-0.304,0.225,True
solvent_class,aprotic_acceptor,row,full,12,ML,57,4.75,0.1093,0.1013,-0.0934,0.526,-0.203,0.269,True
solvent_class,aprotic_acceptor,row,full,12,Be,57,4.75,0.1093,0.1269,-0.1445,0.443,-0.267,0.248,True
solvent_class,aprotic_acceptor,row,full,16,ML,57,3.56,0.1093,0.0815,-0.0538,0.671,-0.133,0.283,True
solvent_class,aprotic_acceptor,row,full,16,Be,57,3.56,0.1093,0.1104,-0.1115,0.575,-0.185,0.277,True
solvent_class,aprotic_acceptor,row,full,20,ML,57,2.85,0.1093,0.0804,-0.0516,0.76,-0.084,0.309,True
solvent_class,aprotic_acceptor,row,full,20,Be,57,2.85,0.1093,0.1208,-0.1323,0.663,-0.127,0.273,True
solvent_class,aprotic_acceptor,row,full,24,ML,57,2.38,0.1093,0.0677,-0.0261,0.842,-0.053,0.318,True
solvent_class,aprotic_acceptor,row,full,24,Be,57,2.38,0.1093,0.1055,-0.1018,0.743,-0.104,0.3,True
solvent_class,aprotic_acceptor,row,full,32,ML,57,1.78,0.1093,,,,,,False
solvent_class,aprotic_acceptor,row,full,32,Be,57,1.78,0.1093,,,,,,False
solvent_class,aprotic_acceptor,row,full,40,ML,57,1.43,0.1093,,,,,,False
solvent_class,aprotic_acceptor,row,full,40,Be,57,1.43,0.1093,,,,,,False
solvent_class,aprotic_acceptor,row,full,48,ML,57,1.19,0.1093,,,,,,False
solvent_class,aprotic_acceptor,row,full,48,Be,57,1.19,0.1093,,,,,,False
solvent_class,aprotic_acceptor,row,res,3,ML,57,19.0,0.0891,0.3013,-0.5135,0.03,-0.931,-0.037,True
solvent_class,aprotic_acceptor,row,res,3,Be,57,19.0,0.0891,0.3181,-0.547,0.03,-0.998,-0.04,True
solvent_class,aprotic_acceptor,row,res,4,ML,57,14.25,0.0891,0.2488,-0.4086,0.059,-0.712,0.011,True
solvent_class,aprotic_acceptor,row,res,4,Be,57,14.25,0.0891,0.2669,-0.4447,0.043,-0.805,-0.009,True
solvent_class,aprotic_acceptor,row,res,5,ML,57,11.4,0.0891,0.1974,-0.3056,0.102,-0.541,0.043,True
solvent_class,aprotic_acceptor,row,res,5,Be,57,11.4,0.0891,0.2155,-0.3419,0.079,-0.636,0.038,True
solvent_class,aprotic_acceptor,row,res,6,ML,57,9.5,0.0891,0.1642,-0.2392,0.14,-0.458,0.073,True
solvent_class,aprotic_acceptor,row,res,6,Be,57,9.5,0.0891,0.1827,-0.2762,0.114,-0.515,0.077,True
solvent_class,aprotic_acceptor,row,res,7,ML,57,8.14,0.0891,0.1438,-0.1985,0.185,-0.397,0.107,True
solvent_class,aprotic_acceptor,row,res,7,Be,57,8.14,0.0891,0.1628,-0.2364,0.149,-0.466,0.098,True
solvent_class,aprotic_acceptor,row,res,8,ML,57,7.12,0.0891,0.1217,-0.1543,0.224,-0.351,0.116,True
solvent_class,aprotic_acceptor,row,res,8,Be,57,7.12,0.0891,0.1404,-0.1917,0.188,-0.426,0.11,True
solvent_class,aprotic_acceptor,row,res,10,ML,57,5.7,0.0891,0.1196,-0.1501,0.312,-0.264,0.17,True
solvent_class,aprotic_acceptor,row,res,10,Be,57,5.7,0.0891,0.1437,-0.1983,0.259,-0.319,0.143,True
solvent_class,aprotic_acceptor,row,res,12,ML,57,4.75,0.0891,0.1108,-0.1324,0.427,-0.193,0.19,True
solvent_class,aprotic_acceptor,row,res,12,Be,57,4.75,0.0891,0.1386,-0.188,0.34,-0.26,0.167,True
solvent_class,aprotic_acceptor,row,res,16,ML,57,3.56,0.0891,0.0921,-0.0951,0.536,-0.136,0.21,True
solvent_class,aprotic_acceptor,row,res,16,Be,57,3.56,0.0891,0.1244,-0.1597,0.465,-0.199,0.215,True
solvent_class,aprotic_acceptor,row,res,20,ML,57,2.85,0.0891,0.0871,-0.085,0.666,-0.089,0.219,True
solvent_class,aprotic_acceptor,row,res,20,Be,57,2.85,0.0891,0.1309,-0.1726,0.578,-0.142,0.23,True
solvent_class,aprotic_acceptor,row,res,24,ML,57,2.38,0.0891,0.0756,-0.0621,0.761,-0.062,0.236,True
solvent_class,aprotic_acceptor,row,res,24,Be,57,2.38,0.0891,0.1172,-0.1453,0.663,-0.115,0.236,True
solvent_class,aprotic_acceptor,row,res,32,ML,57,1.78,0.0891,,,,,,False
solvent_class,aprotic_acceptor,row,res,32,Be,57,1.78,0.0891,,,,,,False
solvent_class,aprotic_acceptor,row,res,40,ML,57,1.43,0.0891,,,,,,False
solvent_class,aprotic_acceptor,row,res,40,Be,57,1.43,0.0891,,,,,,False
solvent_class,aprotic_acceptor,row,res,48,ML,57,1.19,0.0891,,,,,,False
solvent_class,aprotic_acceptor,row,res,48,Be,57,1.19,0.0891,,,,,,False
solvent_class,aprotic_acceptor,pair,full,3,ML,57,19.0,0.1093,0.3013,-0.4933,0.055,-0.929,0.009,True
solvent_class,aprotic_acceptor,pair,full,3,Be,57,19.0,0.1093,0.3181,-0.5268,0.051,-1.021,0.0,True
solvent_class,aprotic_acceptor,pair,full,4,ML,57,14.25,0.1093,0.234,-0.3587,0.122,-0.69,0.092,True
solvent_class,aprotic_acceptor,pair,full,4,Be,57,14.25,0.1093,0.251,-0.3926,0.092,-0.738,0.061,True
solvent_class,aprotic_acceptor,pair,full,5,ML,57,11.4,0.1093,0.1924,-0.2754,0.174,-0.517,0.128,True
solvent_class,aprotic_acceptor,pair,full,5,Be,57,11.4,0.1093,0.21,-0.3107,0.143,-0.618,0.116,True
solvent_class,aprotic_acceptor,pair,full,6,ML,57,9.5,0.1093,0.1497,-0.1901,0.232,-0.437,0.172,True
solvent_class,aprotic_acceptor,pair,full,6,Be,57,9.5,0.1093,0.1666,-0.2238,0.193,-0.53,0.164,True
solvent_class,aprotic_acceptor,pair,full,7,ML,57,8.14,0.1093,0.1343,-0.1593,0.304,-0.387,0.205,True
solvent_class,aprotic_acceptor,pair,full,7,Be,57,8.14,0.1093,0.152,-0.1947,0.23,-0.462,0.161,True
solvent_class,aprotic_acceptor,pair,full,8,ML,57,7.12,0.1093,0.1133,-0.1172,0.349,-0.361,0.227,True
solvent_class,aprotic_acceptor,pair,full,8,Be,57,7.12,0.1093,0.1305,-0.1518,0.298,-0.426,0.226,True
solvent_class,aprotic_acceptor,pair,full,10,ML,57,5.7,0.1093,0.1168,-0.1244,0.442,-0.23,0.252,True
solvent_class,aprotic_acceptor,pair,full,10,Be,57,5.7,0.1093,0.1403,-0.1713,0.388,-0.317,0.252,True
solvent_class,aprotic_acceptor,pair,full,12,ML,57,4.75,0.1093,0.1013,-0.0934,0.53,-0.196,0.259,True
solvent_class,aprotic_acceptor,pair,full,12,Be,57,4.75,0.1093,0.1269,-0.1445,0.423,-0.282,0.249,True
solvent_class,aprotic_acceptor,pair,full,16,ML,57,3.56,0.1093,0.0815,-0.0538,0.661,-0.128,0.288,True
solvent_class,aprotic_acceptor,pair,full,16,Be,57,3.56,0.1093,0.1104,-0.1115,0.585,-0.184,0.315,True
solvent_class,aprotic_acceptor,pair,full,20,ML,57,2.85,0.1093,0.0804,-0.0516,0.765,-0.085,0.32,True
solvent_class,aprotic_acceptor,pair,full,20,Be,57,2.85,0.1093,0.1208,-0.1323,0.681,-0.129,0.312,True
solvent_class,aprotic_acceptor,pair,full,24,ML,57,2.38,0.1093,0.0677,-0.0261,0.839,-0.052,0.304,True
solvent_class,aprotic_acceptor,pair,full,24,Be,57,2.38,0.1093,0.1055,-0.1018,0.745,-0.101,0.3,True
solvent_class,aprotic_acceptor,pair,full,32,ML,57,1.78,0.1093,,,,,,False
solvent_class,aprotic_acceptor,pair,full,32,Be,57,1.78,0.1093,,,,,,False
solvent_class,aprotic_acceptor,pair,full,40,ML,57,1.43,0.1093,,,,,,False
solvent_class,aprotic_acceptor,pair,full,40,Be,57,1.43,0.1093,,,,,,False
solvent_class,aprotic_acceptor,pair,full,48,ML,57,1.19,0.1093,,,,,,False
solvent_class,aprotic_acceptor,pair,full,48,Be,57,1.19,0.1093,,,,,,False
solvent_class,aprotic_acceptor,pair,res,3,ML,57,19.0,0.0891,0.3013,-0.5135,0.031,-0.933,-0.035,True
solvent_class,aprotic_acceptor,pair,res,3,Be,57,19.0,0.0891,0.3181,-0.547,0.026,-1.023,-0.045,True
solvent_class,aprotic_acceptor,pair,res,4,ML,57,14.25,0.0891,0.2488,-0.4086,0.055,-0.726,0.006,True
solvent_class,aprotic_acceptor,pair,res,4,Be,57,14.25,0.0891,0.2669,-0.4447,0.045,-0.781,-0.005,True
solvent_class,aprotic_acceptor,pair,res,5,ML,57,11.4,0.0891,0.1974,-0.3056,0.099,-0.546,0.047,True
solvent_class,aprotic_acceptor,pair,res,5,Be,57,11.4,0.0891,0.2155,-0.3419,0.078,-0.604,0.03,True
solvent_class,aprotic_acceptor,pair,res,6,ML,57,9.5,0.0891,0.1642,-0.2392,0.157,-0.463,0.103,True
solvent_class,aprotic_acceptor,pair,res,6,Be,57,9.5,0.0891,0.1827,-0.2762,0.112,-0.549,0.059,True
solvent_class,aprotic_acceptor,pair,res,7,ML,57,8.14,0.0891,0.1438,-0.1985,0.191,-0.397,0.102,True
solvent_class,aprotic_acceptor,pair,res,7,Be,57,8.14,0.0891,0.1628,-0.2364,0.148,-0.462,0.092,True
solvent_class,aprotic_acceptor,pair,res,8,ML,57,7.12,0.0891,0.1217,-0.1543,0.236,-0.347,0.139,True
solvent_class,aprotic_acceptor,pair,res,8,Be,57,7.12,0.0891,0.1404,-0.1917,0.201,-0.412,0.124,True
solvent_class,aprotic_acceptor,pair,res,10,ML,57,5.7,0.0891,0.1196,-0.1501,0.327,-0.254,0.15,True
solvent_class,aprotic_acceptor,pair,res,10,Be,57,5.7,0.0891,0.1437,-0.1983,0.263,-0.327,0.157,True
solvent_class,aprotic_acceptor,pair,res,12,ML,57,4.75,0.0891,0.1108,-0.1324,0.399,-0.202,0.196,True
solvent_class,aprotic_acceptor,pair,res,12,Be,57,4.75,0.0891,0.1386,-0.188,0.342,-0.255,0.18,True
solvent_class,aprotic_acceptor,pair,res,16,ML,57,3.56,0.0891,0.0921,-0.0951,0.558,-0.131,0.209,True
solvent_class,aprotic_acceptor,pair,res,16,Be,57,3.56,0.0891,0.1244,-0.1597,0.452,-0.192,0.217,True
solvent_class,aprotic_acceptor,pair,res,20,ML,57,2.85,0.0891,0.0871,-0.085,0.669,-0.086,0.221,True
solvent_class,aprotic_acceptor,pair,res,20,Be,57,2.85,0.0891,0.1309,-0.1726,0.566,-0.147,0.218,True
solvent_class,aprotic_acceptor,pair,res,24,ML,57,2.38,0.0891,0.0756,-0.0621,0.762,-0.066,0.229,True
solvent_class,aprotic_acceptor,pair,res,24,Be,57,2.38,0.0891,0.1172,-0.1453,0.646,-0.11,0.209,True
solvent_class,aprotic_acceptor,pair,res,32,ML,57,1.78,0.0891,,,,,,False
solvent_class,aprotic_acceptor,pair,res,32,Be,57,1.78,0.0891,,,,,,False
solvent_class,aprotic_acceptor,pair,res,40,ML,57,1.43,0.0891,,,,,,False
solvent_class,aprotic_acceptor,pair,res,40,Be,57,1.43,0.0891,,,,,,False
solvent_class,aprotic_acceptor,pair,res,48,ML,57,1.19,0.0891,,,,,,False
solvent_class,aprotic_acceptor,pair,res,48,Be,57,1.19,0.0891,,,,,,False
solvent_class,water,row,full,3,ML,111,37.0,0.914,0.3937,0.1267,0.759,-0.437,0.75,True
solvent_class,water,row,full,3,Be,111,37.0,0.914,0.4046,0.1048,0.741,-0.437,0.741,True
solvent_class,water,row,full,4,ML,111,27.75,0.914,0.2367,0.4406,0.911,-0.14,0.84,True
solvent_class,water,row,full,4,Be,111,27.75,0.914,0.2455,0.423,0.902,-0.146,0.833,True
solvent_class,water,row,full,5,ML,111,22.2,0.914,0.2089,0.4961,0.965,0.052,0.892,True
solvent_class,water,row,full,5,Be,111,22.2,0.914,0.2188,0.4763,0.947,-0.01,0.891,True
solvent_class,water,row,full,6,ML,111,18.5,0.914,0.159,0.5959,0.987,0.163,0.922,True
solvent_class,water,row,full,6,Be,111,18.5,0.914,0.168,0.578,0.983,0.11,0.911,True
solvent_class,water,row,full,7,ML,111,15.86,0.914,0.167,0.58,0.996,0.244,0.959,True
solvent_class,water,row,full,7,Be,111,15.86,0.914,0.1783,0.5574,0.995,0.205,0.938,True
solvent_class,water,row,full,8,ML,111,13.88,0.914,0.1617,0.5905,0.999,0.292,0.988,True
solvent_class,water,row,full,8,Be,111,13.88,0.914,0.1742,0.5655,0.997,0.256,0.969,True
solvent_class,water,row,full,10,ML,111,11.1,0.914,0.1323,0.6494,1.0,0.396,1.005,True
solvent_class,water,row,full,10,Be,111,11.1,0.914,0.1455,0.623,1.0,0.342,0.983,True
solvent_class,water,row,full,12,ML,111,9.25,0.914,0.1211,0.6718,1.0,0.442,1.044,True
solvent_class,water,row,full,12,Be,111,9.25,0.914,0.135,0.644,1.0,0.416,1.016,True
solvent_class,water,row,full,16,ML,111,6.94,0.914,0.0968,0.7203,1.0,0.508,1.054,True
solvent_class,water,row,full,16,Be,111,6.94,0.914,0.1131,0.6878,1.0,0.461,1.038,True
solvent_class,water,row,full,20,ML,111,5.55,0.914,0.0732,0.7675,1.0,0.532,1.073,True
solvent_class,water,row,full,20,Be,111,5.55,0.914,0.0884,0.7371,1.0,0.503,1.068,True
solvent_class,water,row,full,24,ML,111,4.62,0.914,0.0577,0.7986,1.0,0.595,1.096,True
solvent_class,water,row,full,24,Be,111,4.62,0.914,0.073,0.7679,1.0,0.567,1.082,True
solvent_class,water,row,full,32,ML,111,3.47,0.914,0.0262,0.8615,1.0,0.625,1.121,True
solvent_class,water,row,full,32,Be,111,3.47,0.914,0.0376,0.8389,1.0,0.591,1.104,True
solvent_class,water,row,full,40,ML,111,2.77,0.914,0.0406,0.8328,1.0,0.633,1.114,True
solvent_class,water,row,full,40,Be,111,2.77,0.914,0.0621,0.7898,1.0,0.605,1.11,True
solvent_class,water,row,full,48,ML,111,2.31,0.914,0.0305,0.853,1.0,0.651,1.134,True
solvent_class,water,row,full,48,Be,111,2.31,0.914,0.0586,0.7968,1.0,0.621,1.12,True
solvent_class,water,row,res,3,ML,111,37.0,0.4765,0.3688,-0.261,0.191,-0.92,0.206,True
solvent_class,water,row,res,3,Be,111,37.0,0.4765,0.379,-0.2815,0.189,-0.961,0.2,True
solvent_class,water,row,res,4,ML,111,27.75,0.4765,0.3674,-0.2583,0.333,-0.623,0.28,True
solvent_class,water,row,res,4,Be,111,27.75,0.4765,0.3812,-0.2859,0.311,-0.623,0.272,True
solvent_class,water,row,res,5,ML,111,22.2,0.4765,0.222,0.0326,0.488,-0.403,0.315,True
solvent_class,water,row,res,5,Be,111,22.2,0.4765,0.2325,0.0115,0.448,-0.438,0.305,True
solvent_class,water,row,res,6,ML,111,18.5,0.4765,0.2343,0.008,0.615,-0.278,0.343,True
solvent_class,water,row,res,6,Be,111,18.5,0.4765,0.2476,-0.0187,0.567,-0.303,0.344,True
solvent_class,water,row,res,7,ML,111,15.86,0.4765,0.2432,-0.0099,0.736,-0.17,0.375,True
solvent_class,water,row,res,7,Be,111,15.86,0.4765,0.2597,-0.0429,0.672,-0.214,0.377,True
solvent_class,water,row,res,8,ML,111,13.88,0.4765,0.1994,0.0777,0.85,-0.089,0.402,True
solvent_class,water,row,res,8,Be,111,13.88,0.4765,0.215,0.0464,0.745,-0.16,0.388,True
solvent_class,water,row,res,10,ML,111,11.1,0.4765,0.1636,0.1492,0.948,-0.003,0.422,True
solvent_class,water,row,res,10,Be,111,11.1,0.4765,0.18,0.1166,0.886,-0.061,0.41,True
solvent_class,water,row,res,12,ML,111,9.25,0.4765,0.1658,0.145,0.989,0.068,0.446,True
solvent_class,water,row,res,12,Be,111,9.25,0.4765,0.1853,0.106,0.961,0.013,0.431,True
solvent_class,water,row,res,16,ML,111,6.94,0.4765,0.1334,0.2097,0.999,0.128,0.475,True
solvent_class,water,row,res,16,Be,111,6.94,0.4765,0.156,0.1646,0.994,0.091,0.454,True
solvent_class,water,row,res,20,ML,111,5.55,0.4765,0.1099,0.2567,1.0,0.172,0.491,True
solvent_class,water,row,res,20,Be,111,5.55,0.4765,0.1326,0.2113,0.998,0.133,0.469,True
solvent_class,water,row,res,24,ML,111,4.62,0.4765,0.0974,0.2816,1.0,0.219,0.533,True
solvent_class,water,row,res,24,Be,111,4.62,0.4765,0.1242,0.228,1.0,0.185,0.507,True
solvent_class,water,row,res,32,ML,111,3.47,0.4765,0.0785,0.3195,1.0,0.252,0.559,True
solvent_class,water,row,res,32,Be,111,3.47,0.4765,0.1112,0.2542,1.0,0.215,0.544,True
solvent_class,water,row,res,40,ML,111,2.77,0.4765,0.0544,0.3676,1.0,0.272,0.576,True
solvent_class,water,row,res,40,Be,111,2.77,0.4765,0.0824,0.3117,1.0,0.232,0.546,True
solvent_class,water,row,res,48,ML,111,2.31,0.4765,0.0569,0.3627,1.0,0.283,0.587,True
solvent_class,water,row,res,48,Be,111,2.31,0.4765,0.104,0.2686,1.0,0.249,0.566,True
solvent_class,water,pair,full,3,ML,15,5.0,0.7905,0.4625,-0.1346,0.574,-0.62,0.739,True
solvent_class,water,pair,full,3,Be,15,5.0,0.7905,0.5781,-0.3658,0.417,-1.01,0.678,True
solvent_class,water,pair,full,4,ML,15,3.75,0.7905,0.3426,0.1053,0.83,-0.272,0.835,True
solvent_class,water,pair,full,4,Be,15,3.75,0.7905,0.4603,-0.1302,0.653,-0.574,0.798,True
solvent_class,water,pair,full,5,ML,15,3.0,0.7905,0.2368,0.3168,0.946,-0.028,0.915,True
solvent_class,water,pair,full,5,Be,15,3.0,0.7905,0.3552,0.08,0.821,-0.366,0.851,True
solvent_class,water,pair,full,6,ML,15,2.5,0.7905,0.1751,0.4402,0.971,0.084,0.929,True
