sample_id,ln_x2_final,T,T_m,dH_fus,tau_12,tau_21,alpha,eta,denominator,d_lnx2_dTm,d_lnx2_ddH,d_lnx2_dtau12,d_lnx2_dtau21,d_lnx2_dalpha,d_lnx2_dTm_abs,d_lnx2_ddH_abs,d_lnx2_dtau12_abs,d_lnx2_dtau21_abs,d_lnx2_dalpha_abs,abs_error
1626,-6.9862013,288.15,693.552,22687.738,0.89308846,0.6537159,0.2356706,-3.1613699492471836,0.9970771492014624,-0.005689765372871616,-0.0002447087232104581,-1.000163679306648,-0.726337497991664,0.36805916639635156,0.005689765372871616,0.0002447087232104581,1.000163679306648,0.726337497991664,0.36805916639635156,1.0485657558560266
1627,-6.8032722,293.15,693.552,22687.732,0.88311297,0.6387584,0.23567694,-3.115569524576883,0.9965412922126772,-0.0056928233497421385,-0.0002376960651031363,-1.0001605269501441,-0.7321251662778775,0.3529970064749654,0.0056928233497421385,0.0002376960651031363,1.0001605269501441,0.7321251662778775,0.3529970064749654,0.9696054769674394
1628,-6.626309,298.15,693.552,22687.736,0.8734724,0.6243051,0.23568314,-3.0710544926112173,0.9959307151782604,-0.005696314463488324,-0.0002309329337841638,-1.0001497914784077,-0.7377775510680689,0.3387447147623832,0.005696314463488324,0.0002309329337841638,1.0001497914784077,0.7377775510680689,0.3387447147623832,0.8920923200310709
1629,-6.4550066,303.15,693.552,22687.736,0.86414975,0.6103297,0.23568934,-3.0277479903067572,0.9952384760020224,-0.005700276541047502,-0.00022440795864236488,-1.0001294656549997,-0.7433029828390441,0.3252553103330924,0.005700276541047502,0.00022440795864236488,1.0001294656549997,0.7433029828390441,0.3252553103330924,0.8340090989672149
1630,-6.2890806,308.15,693.552,22687.736,0.85512805,0.59680897,0.23569557,-2.9855753044775613,0.9944573809648533,-0.005704753814585744,-0.0002181104972576566,-1.0000972591160757,-0.7487089097669428,0.3124869931395089,0.005704753814585744,0.0002181104972576566,1.0000972591160757,0.7487089097669428,0.3124869931395089,0.8013962959854197
1631,-6.1282663,313.15,693.552,22687.736,0.84639454,0.58372176,0.23570174,-2.944475226690125,0.9935799905547018,-0.005709791452558302,-0.00021203057455243505,-1.0000505930444181,-0.7540022268571966,0.3004019215256534,0.005709791452558302,0.00021203057455243505,1.0000505930444181,0.7540022268571966,0.3004019215256534,0.7986717638652197
1632,-7.2710543,293.2,688.817,22352.023,1.2668307,0.8940018,0.2100025,-4.529346614974637,0.9968503898824548,-0.005684196966272111,-0.00023635626538428173,-1.0008570948122792,-0.6747501645266674,0.6659092978211698,0.005684196966272111,0.00023635626538428173,1.0008570948122792,0.6747501645266674,0.6659092978211698,0.7918836512553398
1633,-7.0879884,298.2,688.817,22352.023,1.2526928,0.87242526,0.21000858,-4.463176473008831,0.9962729106079798,-0.00568749175217375,-0.00022958911940402582,-1.000989547211594,-0.6818513438818135,0.6377209962346818,0.00568749175217375,0.00022958911940402582,1.000989547211594,0.6818513438818135,0.6377209962346818,0.8197110192361139
1634,-6.910719,303.2,688.817,22352.023,1.2390199,0.8515621,0.21001469,-4.3988524240059625,0.9956141652474757,-0.005691254865371038,-0.00022306017087020914,-1.001135356941939,-0.6888109859369246,0.6110244464067992,0.005691254865371038,0.00022306017087020914,1.001135356941939,0.6888109859369246,0.6110244464067992,0.8020093568776598
1635,-6.7389593,308.2,688.817,22352.023,1.2257904,0.83137757,0.21002072,-4.336273220409835,0.9948663790252623,-0.005695532667963582,-0.00021675888880359856,-1.0012948585109707,-0.6956393827734889,0.5857391949184301,0.005695532667963582,0.00021675888880359856,1.0012948585109707,0.6956393827734889,0.5857391949184301,0.8101099984631004
