solute_smiles,has_hansen,delta_d,delta_p,delta_h,pseudo_delta_d,pseudo_delta_p,pseudo_delta_h,MolWt,TPSA,NumHDonors,MolLogP
O=C(C1=NOC2C(=O)N(c3ccc(Cl)cc3)C(=O)C12)c1ccc(Cl)cc1,False,,,,16.432392692307694,27.875149999999998,33.614,389.1940002441406,76.04000091552734,0.0,3.120500087738037
CC1CCCS1,False,,,,16.522693333333333,4.30981,2.2,102.2020034790039,0.0,0.0,1.901900053024292
CC(=O)Nc1ccccc1NNc1ccccc1,False,,,,16.52653788888889,18.7604,45.0,241.29400634765625,53.15999984741211,3.0,3.0840001106262207
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,False,,,,16.742294285714287,22.42643,26.954,402.9179992675781,60.439998626708984,0.0,4.527699947357178
c1ccc(CC2CCCCN2)cc1,False,,,,16.418339538461538,6.42828,16.4105,175.27499389648438,12.029999732971191,1.0,2.3712000846862793
CC(=O)c1c2c(c(C(C)=O)c3c1CCCN3)NCCC2,False,,,,16.4423964,22.1952,45.0,272.3479919433594,58.20000076293945,2.0,2.808000087738037
N#Cc1cccc2c(NC(=O)c3ccccc3)cccc12,False,,,,16.662889523809525,16.123822,31.911499999999997,272.3070068359375,52.88999938964844,1.0,3.963779926300049
CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,False,,,,16.7326504,29.28181,32.9765,361.781005859375,70.79000091552734,0.0,4.603899955749512
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,False,,,,16.783504068965517,21.09038,45.0,461.1449890136719,67.43000030517578,2.0,5.470200061798096
Cc1ccc(OP(=O)(Oc2ccc(C)c(C)c2)Oc2ccc(C)c(C)c2)cc1C,False,,,,17.325799517241382,19.338598,21.466,410.45001220703125,44.7599983215332,0.0,7.18202018737793
O=[N+]([O-])c1cc([N+](=O)[O-])c(C(Br)C(Br)c2ccccc2)cc1C=Cc1ccccc1,False,,,,17.365044533333332,26.80584,35.998,532.18798828125,86.27999877929688,0.0,7.24560022354126
ClC1OCCOC1Cl,False,,,,16.090215,10.2065,9.861,156.99600219726562,18.459999084472656,0.0,1.1629999876022339
CC(C)OC(=O)C1=C2c3ncccc3ON2C(Cl)C(Cl)C1Cl,False,,,,16.46715,23.484099999999998,25.081,363.62799072265625,51.65999984741211,0.0,3.1470000743865967
OC1(C#Cc2ccccc2)CCCCC1,False,,,,16.4465304,7.868070000000001,19.2805,200.281005859375,20.229999542236328,1.0,2.733299970626831
O=c1c2ccccc2cc2c3ccccc3ccn12,False,,,,16.6322,10.50581,10.918000000000001,245.281005859375,21.479999542236328,0.0,3.6059000492095947
O=C(NC(=O)c1ccccc1)c1ccccc1,False,,,,16.288404352941175,15.08492,29.5595,225.2469940185547,46.16999816894531,1.0,2.2567999362945557
