doi,title,journal,year,source_json,dataset_number,method,phase,standard_state,solute_name,solvent_name,solute_inchi,solvent_inchi,solute_smiles,solvent_smiles,temperature,gamma_inf,ln_gamma_inf,solvent_can,solute_can,pair,net_new
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,34,Chromatography,Liquid,Pure compound,hex-1-ene,triethylene glycol,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCC,OCCOCCOCCO,333.2,24.55,3.2007118542405295,OCCOCCOCCO,C=CCCCC,"('C=CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,34,Chromatography,Liquid,Pure compound,hex-1-ene,triethylene glycol,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCC,OCCOCCOCCO,348.2,22.73,3.123685637864452,OCCOCCOCCO,C=CCCCC,"('C=CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,34,Chromatography,Liquid,Pure compound,hex-1-ene,triethylene glycol,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCC,OCCOCCOCCO,363.2,20.35,3.013080911888604,OCCOCCOCCO,C=CCCCC,"('C=CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,35,Chromatography,Liquid,Pure compound,1-heptene,triethylene glycol,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCCC,OCCOCCOCCO,333.2,34.38,3.5374749999547035,OCCOCCOCCO,C=CCCCCC,"('C=CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,35,Chromatography,Liquid,Pure compound,1-heptene,triethylene glycol,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCCC,OCCOCCOCCO,348.2,30.57,3.420019135902743,OCCOCCOCCO,C=CCCCCC,"('C=CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,35,Chromatography,Liquid,Pure compound,1-heptene,triethylene glycol,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCCC,OCCOCCOCCO,363.2,27.48,3.3134584673541485,OCCOCCOCCO,C=CCCCCC,"('C=CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,36,Chromatography,Liquid,Pure compound,oct-1-ene,triethylene glycol,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCCCC,OCCOCCOCCO,333.2,55.9,4.023564380161053,OCCOCCOCCO,C=CCCCCCC,"('C=CCCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,36,Chromatography,Liquid,Pure compound,oct-1-ene,triethylene glycol,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCCCC,OCCOCCOCCO,348.2,41.77,3.732178378509084,OCCOCCOCCO,C=CCCCCCC,"('C=CCCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,36,Chromatography,Liquid,Pure compound,oct-1-ene,triethylene glycol,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCCCCC,OCCOCCOCCO,363.2,36.81,3.60576954739093,OCCOCCOCCO,C=CCCCCCC,"('C=CCCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,37,Chromatography,Liquid,Pure compound,1-hexyne,triethylene glycol,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCC,OCCOCCOCCO,333.2,7.01,1.9473377010464987,OCCOCCOCCO,C#CCCCC,"('C#CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,37,Chromatography,Liquid,Pure compound,1-hexyne,triethylene glycol,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCC,OCCOCCOCCO,348.2,7.03,1.9501867058225735,OCCOCCOCCO,C#CCCCC,"('C#CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,37,Chromatography,Liquid,Pure compound,1-hexyne,triethylene glycol,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCC,OCCOCCOCCO,363.2,6.69,1.900613874140137,OCCOCCOCCO,C#CCCCC,"('C#CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,38,Chromatography,Liquid,Pure compound,1-heptyne,triethylene glycol,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h1H,4-7H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCCC,OCCOCCOCCO,333.2,10.25,2.327277705584417,OCCOCCOCCO,C#CCCCCC,"('C#CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,38,Chromatography,Liquid,Pure compound,1-heptyne,triethylene glycol,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h1H,4-7H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCCC,OCCOCCOCCO,348.2,9.04,2.201659174404085,OCCOCCOCCO,C#CCCCCC,"('C#CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,38,Chromatography,Liquid,Pure compound,1-heptyne,triethylene glycol,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h1H,4-7H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCCC,OCCOCCOCCO,363.2,8.99,2.196112848483529,OCCOCCOCCO,C#CCCCCC,"('C#CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,39,Chromatography,Liquid,Pure compound,1-octyne,triethylene glycol,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCCCC,OCCOCCOCCO,333.2,14.37,2.6651427000909336,OCCOCCOCCO,C#CCCCCCC,"('C#CCCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,39,Chromatography,Liquid,Pure compound,1-octyne,triethylene glycol,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCCCC,OCCOCCOCCO,348.2,12.75,2.545531271604435,OCCOCCOCCO,C#CCCCCCC,"('C#CCCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,39,Chromatography,Liquid,Pure compound,1-octyne,triethylene glycol,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCCCCC,OCCOCCOCCO,363.2,12.19,2.5006159434931803,OCCOCCOCCO,C#CCCCCCC,"('C#CCCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,40,Chromatography,Liquid,Pure compound,cyclopentane,triethylene glycol,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCC1,OCCOCCOCCO,333.2,15.19,2.7206373166076814,OCCOCCOCCO,C1CCCC1,"('C1CCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,40,Chromatography,Liquid,Pure compound,cyclopentane,triethylene glycol,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCC1,OCCOCCOCCO,348.2,13.98,2.637627736805664,OCCOCCOCCO,C1CCCC1,"('C1CCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,40,Chromatography,Liquid,Pure compound,cyclopentane,triethylene glycol,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCC1,OCCOCCOCCO,363.2,12.69,2.540814281726296,OCCOCCOCCO,C1CCCC1,"('C1CCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,41,Chromatography,Liquid,Pure compound,cyclohexane,triethylene glycol,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCC1,OCCOCCOCCO,333.2,21.12,3.050220458838061,OCCOCCOCCO,C1CCCCC1,"('C1CCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,41,Chromatography,Liquid,Pure compound,cyclohexane,triethylene glycol,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCC1,OCCOCCOCCO,348.2,18.64,2.925309809257445,OCCOCCOCCO,C1CCCCC1,"('C1CCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,41,Chromatography,Liquid,Pure compound,cyclohexane,triethylene glycol,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCC1,OCCOCCOCCO,363.2,16.8,2.8213788864092133,OCCOCCOCCO,C1CCCCC1,"('C1CCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,42,Chromatography,Liquid,Pure compound,cycloheptane,triethylene glycol,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCCC1,OCCOCCOCCO,333.2,29.55,3.386083743852107,OCCOCCOCCO,C1CCCCCC1,"('C1CCCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,42,Chromatography,Liquid,Pure compound,cycloheptane,triethylene glycol,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCCC1,OCCOCCOCCO,348.2,22.34,3.1063787936410545,OCCOCCOCCO,C1CCCCCC1,"('C1CCCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,42,Chromatography,Liquid,Pure compound,cycloheptane,triethylene glycol,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCCC1,OCCOCCOCCO,363.2,19.83,2.9871959425317045,OCCOCCOCCO,C1CCCCCC1,"('C1CCCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,43,Chromatography,Liquid,Pure compound,cyclooctane,triethylene glycol,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCCCC1,OCCOCCOCCO,333.2,35.31,3.564166209940295,OCCOCCOCCO,C1CCCCCCC1,"('C1CCCCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,43,Chromatography,Liquid,Pure compound,cyclooctane,triethylene glycol,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCCCC1,OCCOCCOCCO,348.2,27.17,3.3021134234382563,OCCOCCOCCO,C1CCCCCCC1,"('C1CCCCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,43,Chromatography,Liquid,Pure compound,cyclooctane,triethylene glycol,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C1CCCCCCC1,OCCOCCOCCO,363.2,23.89,3.173459961337718,OCCOCCOCCO,C1CCCCCCC1,"('C1CCCCCCC1', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,44,Chromatography,Liquid,Pure compound,methanol,triethylene glycol,"InChI=1S/CH4O/c1-2/h2H,1H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CO,OCCOCCOCCO,333.2,0.788,-0.2382571891242579,OCCOCCOCCO,CO,"('CO', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,44,Chromatography,Liquid,Pure compound,methanol,triethylene glycol,"InChI=1S/CH4O/c1-2/h2H,1H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CO,OCCOCCOCCO,348.2,0.787,-0.2395270305647338,OCCOCCOCCO,CO,"('CO', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,45,Chromatography,Liquid,Pure compound,ethanol,triethylene glycol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCO,OCCOCCOCCO,333.2,1.18,0.16551443847757333,OCCOCCOCCO,CCO,"('CCO', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,45,Chromatography,Liquid,Pure compound,ethanol,triethylene glycol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCO,OCCOCCOCCO,348.2,1.15,0.13976194237515863,OCCOCCOCCO,CCO,"('CCO', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,45,Chromatography,Liquid,Pure compound,ethanol,triethylene glycol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCO,OCCOCCOCCO,363.2,1.12,0.11332868530700327,OCCOCCOCCO,CCO,"('CCO', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,46,Chromatography,Liquid,Pure compound,propan-1-ol,triethylene glycol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCO,OCCOCCOCCO,333.2,1.38,0.3220834991691132,OCCOCCOCCO,CCCO,"('CCCO', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,46,Chromatography,Liquid,Pure compound,propan-1-ol,triethylene glycol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCO,OCCOCCOCCO,348.2,1.34,0.29266961396282004,OCCOCCOCCO,CCCO,"('CCCO', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,46,Chromatography,Liquid,Pure compound,propan-1-ol,triethylene glycol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCO,OCCOCCOCCO,363.2,1.31,0.2700271372130602,OCCOCCOCCO,CCCO,"('CCCO', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,47,Chromatography,Liquid,Pure compound,propan-2-ol,triethylene glycol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CC(C)O,OCCOCCOCCO,333.2,1.45,0.371563556432483,OCCOCCOCCO,CC(C)O,"('CC(C)O', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,47,Chromatography,Liquid,Pure compound,propan-2-ol,triethylene glycol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CC(C)O,OCCOCCOCCO,348.2,1.4,0.3364722366212129,OCCOCCOCCO,CC(C)O,"('CC(C)O', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,47,Chromatography,Liquid,Pure compound,propan-2-ol,triethylene glycol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CC(C)O,OCCOCCOCCO,363.2,1.38,0.3220834991691132,OCCOCCOCCO,CC(C)O,"('CC(C)O', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,51,Chromatography,Liquid,Pure compound,1-pentyne,diethylene glycol,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C#CCCC,OCCOCCO,333.2,9.93,2.295560478057081,OCCOCCO,C#CCCC,"('C#CCCC', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,51,Chromatography,Liquid,Pure compound,1-pentyne,diethylene glycol,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C#CCCC,OCCOCCO,348.2,10.48,2.349468678892896,OCCOCCO,C#CCCC,"('C#CCCC', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,51,Chromatography,Liquid,Pure compound,1-pentyne,diethylene glycol,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C#CCCC,OCCOCCO,363.2,10.15,2.3174737054877963,OCCOCCO,C#CCCC,"('C#CCCC', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,52,Chromatography,Liquid,Pure compound,1-pentyne,triethylene glycol,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCC,OCCOCCOCCO,333.2,5.07,1.623340817603092,OCCOCCOCCO,C#CCCC,"('C#CCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,52,Chromatography,Liquid,Pure compound,1-pentyne,triethylene glycol,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C#CCCC,OCCOCCOCCO,348.2,5.11,1.631199404215613,OCCOCCOCCO,C#CCCC,"('C#CCCC', 'OCCOCCOCCO')",True
