doi,title,journal,year,source_json,dataset_number,method,phase,standard_state,solute_name,solvent_name,solute_inchi,solvent_inchi,solute_smiles,solvent_smiles,temperature,gamma_inf,ln_gamma_inf,solvent_can,solute_can,pair,net_new
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,16,Chromatography,Liquid,Pure compound,1-octyne,diethylene glycol,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C#CCCCCCC,OCCOCCO,348.2,29.72,3.391820219849558,OCCOCCO,C#CCCCCCC,"('C#CCCCCCC', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,16,Chromatography,Liquid,Pure compound,1-octyne,diethylene glycol,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C#CCCCCCC,OCCOCCO,363.2,27.04,3.2973172511747633,OCCOCCO,C#CCCCCCC,"('C#CCCCCCC', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,19,Chromatography,Liquid,Pure compound,cycloheptane,diethylene glycol,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C1CCCCCC1,OCCOCCO,333.2,52.38,3.958524839079566,OCCOCCO,C1CCCCCC1,"('C1CCCCCC1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,19,Chromatography,Liquid,Pure compound,cycloheptane,diethylene glycol,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C1CCCCCC1,OCCOCCO,348.2,47.41,3.8588331769140267,OCCOCCO,C1CCCCCC1,"('C1CCCCCC1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,19,Chromatography,Liquid,Pure compound,cycloheptane,diethylene glycol,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C1CCCCCC1,OCCOCCO,363.2,42.11,3.740285242173836,OCCOCCO,C1CCCCCC1,"('C1CCCCCC1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,20,Chromatography,Liquid,Pure compound,cyclooctane,diethylene glycol,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C1CCCCCCC1,OCCOCCO,333.2,70.67,4.258021154702763,OCCOCCO,C1CCCCCCC1,"('C1CCCCCCC1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,20,Chromatography,Liquid,Pure compound,cyclooctane,diethylene glycol,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C1CCCCCCC1,OCCOCCO,348.2,61.34,4.116432158686106,OCCOCCO,C1CCCCCCC1,"('C1CCCCCCC1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,20,Chromatography,Liquid,Pure compound,cyclooctane,diethylene glycol,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",C1CCCCCCC1,OCCOCCO,363.2,52.21,3.955274047422461,OCCOCCO,C1CCCCCCC1,"('C1CCCCCCC1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,21,Chromatography,Liquid,Pure compound,methanol,diethylene glycol,"InChI=1S/CH4O/c1-2/h2H,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CO,OCCOCCO,333.2,0.988,-0.012072581234269249,OCCOCCO,CO,"('CO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,21,Chromatography,Liquid,Pure compound,methanol,diethylene glycol,"InChI=1S/CH4O/c1-2/h2H,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CO,OCCOCCO,348.2,1.01,0.009950330853168092,OCCOCCO,CO,"('CO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,21,Chromatography,Liquid,Pure compound,methanol,diethylene glycol,"InChI=1S/CH4O/c1-2/h2H,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CO,OCCOCCO,363.2,1.02,0.01980262729617973,OCCOCCO,CO,"('CO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,22,Chromatography,Liquid,Pure compound,ethanol,diethylene glycol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCO,OCCOCCO,333.2,1.47,0.3852624007906449,OCCOCCO,CCO,"('CCO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,22,Chromatography,Liquid,Pure compound,ethanol,diethylene glycol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCO,OCCOCCO,348.2,1.46,0.37843643572024505,OCCOCCO,CCO,"('CCO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,22,Chromatography,Liquid,Pure compound,ethanol,diethylene glycol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCO,OCCOCCO,363.2,1.46,0.37843643572024505,OCCOCCO,CCO,"('CCO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,23,Chromatography,Liquid,Pure compound,propan-1-ol,diethylene glycol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCCO,OCCOCCO,333.2,1.8,0.5877866649021191,OCCOCCO,CCCO,"('CCCO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,23,Chromatography,Liquid,Pure compound,propan-1-ol,diethylene glycol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCCO,OCCOCCO,348.2,1.77,0.5709795465857378,OCCOCCO,CCCO,"('CCCO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,23,Chromatography,Liquid,Pure compound,propan-1-ol,diethylene glycol,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCCO,OCCOCCO,363.2,1.74,0.5538851132264376,OCCOCCO,CCCO,"('CCCO', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,24,Chromatography,Liquid,Pure compound,propan-2-ol,diethylene glycol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CC(C)O,OCCOCCO,333.2,1.79,0.5822156198526637,OCCOCCO,CC(C)O,"('CC(C)O', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,24,Chromatography,Liquid,Pure compound,propan-2-ol,diethylene glycol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CC(C)O,OCCOCCO,348.2,1.77,0.5709795465857378,OCCOCCO,CC(C)O,"('CC(C)O', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,24,Chromatography,Liquid,Pure compound,propan-2-ol,diethylene glycol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CC(C)O,OCCOCCO,363.2,1.74,0.5538851132264376,OCCOCCO,CC(C)O,"('CC(C)O', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,25,Chromatography,Liquid,Pure compound,benzene,diethylene glycol,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",c1ccccc1,OCCOCCO,333.2,7.33,1.9919755158985601,OCCOCCO,c1ccccc1,"('c1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,25,Chromatography,Liquid,Pure compound,benzene,diethylene glycol,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",c1ccccc1,OCCOCCO,348.2,7.21,1.9754689512968577,OCCOCCO,c1ccccc1,"('c1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,25,Chromatography,Liquid,Pure compound,benzene,diethylene glycol,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",c1ccccc1,OCCOCCO,363.2,7.05,1.9530276168241774,OCCOCCO,c1ccccc1,"('c1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,26,Chromatography,Liquid,Pure compound,toluene,diethylene glycol,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",Cc1ccccc1,OCCOCCO,333.2,11.22,2.4176979000945504,OCCOCCO,Cc1ccccc1,"('Cc1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,26,Chromatography,Liquid,Pure compound,toluene,diethylene glycol,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",Cc1ccccc1,OCCOCCO,348.2,10.94,2.392425796993835,OCCOCCO,Cc1ccccc1,"('Cc1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,26,Chromatography,Liquid,Pure compound,toluene,diethylene glycol,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",Cc1ccccc1,OCCOCCO,363.2,10.53,2.354228326145884,OCCOCCO,Cc1ccccc1,"('Cc1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,27,Chromatography,Liquid,Pure compound,ethylbenzene,diethylene glycol,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCc1ccccc1,OCCOCCO,333.2,16.8,2.8213788864092133,OCCOCCO,CCc1ccccc1,"('CCc1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,27,Chromatography,Liquid,Pure compound,ethylbenzene,diethylene glycol,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCc1ccccc1,OCCOCCO,348.2,16.12,2.7800607370784824,OCCOCCO,CCc1ccccc1,"('CCc1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,27,Chromatography,Liquid,Pure compound,ethylbenzene,diethylene glycol,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3","InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2",CCc1ccccc1,OCCOCCO,363.2,15.21,2.7219531062712017,OCCOCCO,CCc1ccccc1,"('CCc1ccccc1', 'OCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,28,Chromatography,Liquid,Pure compound,pentane,triethylene glycol,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCCC,OCCOCCOCCO,333.2,33.71,3.5177945292459696,OCCOCCOCCO,CCCCC,"('CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,28,Chromatography,Liquid,Pure compound,pentane,triethylene glycol,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCCC,OCCOCCOCCO,348.2,30.84,3.4288125486951286,OCCOCCOCCO,CCCCC,"('CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,28,Chromatography,Liquid,Pure compound,pentane,triethylene glycol,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCCC,OCCOCCOCCO,363.2,23.18,3.1432898379116057,OCCOCCOCCO,CCCCC,"('CCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,29,Chromatography,Liquid,Pure compound,hexane,triethylene glycol,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCCCC,OCCOCCOCCO,333.2,45.84,3.8251570724064843,OCCOCCOCCO,CCCCCC,"('CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,29,Chromatography,Liquid,Pure compound,hexane,triethylene glycol,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCCCC,OCCOCCOCCO,348.2,40.27,3.695606774863363,OCCOCCOCCO,CCCCCC,"('CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,29,Chromatography,Liquid,Pure compound,hexane,triethylene glycol,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",CCCCCC,OCCOCCOCCO,363.2,35.15,3.5596246182566738,OCCOCCOCCO,CCCCCC,"('CCCCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,33,Chromatography,Liquid,Pure compound,1-pentene,triethylene glycol,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCC,OCCOCCOCCO,333.2,17.52,2.8633430855082453,OCCOCCOCCO,C=CCCC,"('C=CCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,33,Chromatography,Liquid,Pure compound,1-pentene,triethylene glycol,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCC,OCCOCCOCCO,348.2,16.09,2.7781979610042917,OCCOCCOCCO,C=CCCC,"('C=CCCC', 'OCCOCCOCCO')",True
10.1016/j.jct.2013.05.011,Activity coefficients at infinite dilution of organic solutes in diethylene glycol and triethylene glycol from gas-liquid chromatography,J. Chem. Thermodyn.,2013,10.1016/j.jct.2013.05.011,33,Chromatography,Liquid,Pure compound,1-pentene,triethylene glycol,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3","InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",C=CCCC,OCCOCCOCCO,363.2,14.83,2.696652156149841,OCCOCCOCCO,C=CCCC,"('C=CCCC', 'OCCOCCOCCO')",True
